PROVINCIA,NOME_PROVINCIA,REGIONE,NOME_REGIONE,MESE_DECESSO,GIORNO_DECESSO,DECESSI_2015,DECESSI_2016,DECESSI_2017,DECESSI_2018,DECESSI_2019
001,Torino,01,Piemonte,1,1,66,59,73,116,90
001,Torino,01,Piemonte,1,2,80,75,115,110,88
001,Torino,01,Piemonte,1,3,78,66,105,108,61
001,Torino,01,Piemonte,1,4,85,86,101,127,83
001,Torino,01,Piemonte,1,5,94,66,101,121,99
001,Torino,01,Piemonte,1,6,89,72,85,126,69
001,Torino,01,Piemonte,1,7,93,69,98,123,88
001,Torino,01,Piemonte,1,8,76,81,104,113,77
001,Torino,01,Piemonte,1,9,87,70,105,102,84
001,Torino,01,Piemonte,1,10,83,69,127,124,86
001,Torino,01,Piemonte,1,11,82,72,109,101,86
001,Torino,01,Piemonte,1,12,86,65,93,117,86
001,Torino,01,Piemonte,1,13,78,60,108,99,73
001,Torino,01,Piemonte,1,14,94,71,102,88,100
001,Torino,01,Piemonte,1,15,87,80,87,109,85
001,Torino,01,Piemonte,1,16,84,60,108,111,82
001,Torino,01,Piemonte,1,17,69,58,108,106,84
001,Torino,01,Piemonte,1,18,85,81,103,88,82
001,Torino,01,Piemonte,1,19,83,81,94,90,83
001,Torino,01,Piemonte,1,20,84,69,87,76,74
001,Torino,01,Piemonte,1,21,96,67,94,84,89
001,Torino,01,Piemonte,1,22,88,71,94,87,85
001,Torino,01,Piemonte,1,23,100,77,94,91,71
001,Torino,01,Piemonte,1,24,98,76,85,96,81
001,Torino,01,Piemonte,1,25,71,74,102,76,89
001,Torino,01,Piemonte,1,26,87,72,89,97,79
001,Torino,01,Piemonte,1,27,85,83,89,100,87
001,Torino,01,Piemonte,1,28,87,82,81,76,76
001,Torino,01,Piemonte,1,29,82,57,91,82,83
001,Torino,01,Piemonte,1,30,96,72,96,87,100
001,Torino,01,Piemonte,1,31,96,77,83,85,92
001,Torino,01,Piemonte,2,1,92,82,96,99,97
001,Torino,01,Piemonte,2,2,92,77,99,79,85
001,Torino,01,Piemonte,2,3,92,72,88,70,90
001,Torino,01,Piemonte,2,4,107,66,91,77,81
001,Torino,01,Piemonte,2,5,79,63,87,88,82
001,Torino,01,Piemonte,2,6,94,75,88,75,96
001,Torino,01,Piemonte,2,7,89,82,100,84,93
001,Torino,01,Piemonte,2,8,95,59,85,70,95
001,Torino,01,Piemonte,2,9,87,68,91,68,75
001,Torino,01,Piemonte,2,10,106,78,73,77,110
001,Torino,01,Piemonte,2,11,86,68,82,78,100
001,Torino,01,Piemonte,2,12,96,76,71,62,92
001,Torino,01,Piemonte,2,13,95,68,79,70,96
001,Torino,01,Piemonte,2,14,81,74,86,86,97
001,Torino,01,Piemonte,2,15,103,77,79,74,94
001,Torino,01,Piemonte,2,16,85,72,68,84,88
001,Torino,01,Piemonte,2,17,97,69,87,82,107
001,Torino,01,Piemonte,2,18,91,52,94,87,87
001,Torino,01,Piemonte,2,19,76,60,69,74,95
001,Torino,01,Piemonte,2,20,95,72,59,62,86
001,Torino,01,Piemonte,2,21,101,76,71,80,83
001,Torino,01,Piemonte,2,22,85,64,74,83,84
001,Torino,01,Piemonte,2,23,82,55,70,74,71
001,Torino,01,Piemonte,2,24,65,72,78,68,75
001,Torino,01,Piemonte,2,25,82,63,73,66,72
001,Torino,01,Piemonte,2,26,74,70,75,76,60
001,Torino,01,Piemonte,2,27,84,70,84,68,82
001,Torino,01,Piemonte,2,28,73,70,76,87,93
001,Torino,01,Piemonte,2,29,0,80,0,0,0
001,Torino,01,Piemonte,3,1,80,63,83,84,72
001,Torino,01,Piemonte,3,2,88,86,61,77,77
001,Torino,01,Piemonte,3,3,77,74,70,89,80
001,Torino,01,Piemonte,3,4,78,67,74,78,81
001,Torino,01,Piemonte,3,5,83,75,75,83,69
001,Torino,01,Piemonte,3,6,63,72,61,92,75
001,Torino,01,Piemonte,3,7,92,86,86,89,79
001,Torino,01,Piemonte,3,8,61,59,67,78,84
001,Torino,01,Piemonte,3,9,66,68,69,77,79
001,Torino,01,Piemonte,3,10,86,72,82,80,70
001,Torino,01,Piemonte,3,11,80,70,68,87,83
001,Torino,01,Piemonte,3,12,77,87,75,83,67
001,Torino,01,Piemonte,3,13,83,69,85,78,83
001,Torino,01,Piemonte,3,14,90,83,56,92,70
001,Torino,01,Piemonte,3,15,74,69,75,69,75
001,Torino,01,Piemonte,3,16,56,81,63,78,59
001,Torino,01,Piemonte,3,17,73,86,63,74,88
001,Torino,01,Piemonte,3,18,67,73,76,79,68
001,Torino,01,Piemonte,3,19,79,80,79,68,69
001,Torino,01,Piemonte,3,20,60,63,68,72,68
001,Torino,01,Piemonte,3,21,73,81,83,64,75
001,Torino,01,Piemonte,3,22,70,67,79,73,55
001,Torino,01,Piemonte,3,23,60,86,72,73,69
001,Torino,01,Piemonte,3,24,73,75,70,69,73
001,Torino,01,Piemonte,3,25,55,77,62,62,75
001,Torino,01,Piemonte,3,26,75,51,66,78,55
001,Torino,01,Piemonte,3,27,54,74,70,90,60
001,Torino,01,Piemonte,3,28,82,62,64,81,67
001,Torino,01,Piemonte,3,29,73,72,54,84,68
001,Torino,01,Piemonte,3,30,69,94,78,58,70
001,Torino,01,Piemonte,3,31,64,64,68,76,47
001,Torino,01,Piemonte,4,1,73,69,64,74,76
001,Torino,01,Piemonte,4,2,75,75,51,76,87
001,Torino,01,Piemonte,4,3,70,77,69,69,80
001,Torino,01,Piemonte,4,4,69,74,61,67,81
001,Torino,01,Piemonte,4,5,72,66,58,67,71
001,Torino,01,Piemonte,4,6,80,60,58,70,53
001,Torino,01,Piemonte,4,7,70,74,67,53,59
001,Torino,01,Piemonte,4,8,71,60,63,78,68
001,Torino,01,Piemonte,4,9,69,64,51,68,68
001,Torino,01,Piemonte,4,10,91,79,78,66,76
001,Torino,01,Piemonte,4,11,68,62,72,86,62
001,Torino,01,Piemonte,4,12,75,61,67,81,62
001,Torino,01,Piemonte,4,13,75,80,66,68,71
001,Torino,01,Piemonte,4,14,75,71,77,67,70
001,Torino,01,Piemonte,4,15,93,61,66,56,74
001,Torino,01,Piemonte,4,16,76,49,67,71,62
001,Torino,01,Piemonte,4,17,65,70,82,76,75
001,Torino,01,Piemonte,4,18,60,55,58,73,66
001,Torino,01,Piemonte,4,19,70,53,68,73,60
001,Torino,01,Piemonte,4,20,52,53,63,71,62
001,Torino,01,Piemonte,4,21,83,61,53,61,70
001,Torino,01,Piemonte,4,22,68,59,49,63,45
001,Torino,01,Piemonte,4,23,91,56,74,63,48
001,Torino,01,Piemonte,4,24,63,49,77,77,50
001,Torino,01,Piemonte,4,25,62,48,82,77,34
001,Torino,01,Piemonte,4,26,43,59,60,85,56
001,Torino,01,Piemonte,4,27,60,65,72,55,46
001,Torino,01,Piemonte,4,28,59,60,58,64,54
001,Torino,01,Piemonte,4,29,64,59,63,48,57
001,Torino,01,Piemonte,4,30,80,71,64,63,53
002,Vercelli,01,Piemonte,1,1,6,6,9,6,9
002,Vercelli,01,Piemonte,1,2,10,2,10,11,7
002,Vercelli,01,Piemonte,1,3,7,8,9,10,5
002,Vercelli,01,Piemonte,1,4,8,4,4,10,6
002,Vercelli,01,Piemonte,1,5,14,8,11,8,4
002,Vercelli,01,Piemonte,1,6,3,5,5,11,7
002,Vercelli,01,Piemonte,1,7,10,7,6,10,12
002,Vercelli,01,Piemonte,1,8,13,7,9,8,8
002,Vercelli,01,Piemonte,1,9,11,12,11,7,7
002,Vercelli,01,Piemonte,1,10,6,5,3,8,8
002,Vercelli,01,Piemonte,1,11,7,6,9,9,6
002,Vercelli,01,Piemonte,1,12,6,10,7,7,5
002,Vercelli,01,Piemonte,1,13,9,5,10,9,9
002,Vercelli,01,Piemonte,1,14,10,9,14,16,7
002,Vercelli,01,Piemonte,1,15,3,11,6,14,8
002,Vercelli,01,Piemonte,1,16,5,7,13,19,7
002,Vercelli,01,Piemonte,1,17,11,5,12,5,10
002,Vercelli,01,Piemonte,1,18,9,13,10,10,7
002,Vercelli,01,Piemonte,1,19,5,7,7,6,7
002,Vercelli,01,Piemonte,1,20,5,8,4,6,11
002,Vercelli,01,Piemonte,1,21,10,6,11,10,8
002,Vercelli,01,Piemonte,1,22,7,5,6,8,12
002,Vercelli,01,Piemonte,1,23,14,7,12,8,10
002,Vercelli,01,Piemonte,1,24,10,10,9,4,11
002,Vercelli,01,Piemonte,1,25,8,6,10,4,6
002,Vercelli,01,Piemonte,1,26,9,10,14,7,11
002,Vercelli,01,Piemonte,1,27,10,6,10,8,5
002,Vercelli,01,Piemonte,1,28,9,9,11,8,7
002,Vercelli,01,Piemonte,1,29,5,7,11,8,6
002,Vercelli,01,Piemonte,1,30,6,4,4,11,5
002,Vercelli,01,Piemonte,1,31,7,6,14,8,9
002,Vercelli,01,Piemonte,2,1,8,5,12,8,15
002,Vercelli,01,Piemonte,2,2,12,13,10,10,7
002,Vercelli,01,Piemonte,2,3,5,6,8,5,4
002,Vercelli,01,Piemonte,2,4,4,10,13,7,5
002,Vercelli,01,Piemonte,2,5,13,4,9,5,10
002,Vercelli,01,Piemonte,2,6,13,7,7,10,8
002,Vercelli,01,Piemonte,2,7,7,5,11,9,8
002,Vercelli,01,Piemonte,2,8,9,7,10,7,13
002,Vercelli,01,Piemonte,2,9,5,5,12,6,12
002,Vercelli,01,Piemonte,2,10,7,5,10,7,9
002,Vercelli,01,Piemonte,2,11,5,4,7,8,14
002,Vercelli,01,Piemonte,2,12,15,8,9,7,5
002,Vercelli,01,Piemonte,2,13,10,9,16,3,9
002,Vercelli,01,Piemonte,2,14,14,3,11,4,10
002,Vercelli,01,Piemonte,2,15,4,8,9,1,10
002,Vercelli,01,Piemonte,2,16,11,3,5,6,8
002,Vercelli,01,Piemonte,2,17,6,6,9,4,7
002,Vercelli,01,Piemonte,2,18,6,6,6,10,8
002,Vercelli,01,Piemonte,2,19,8,3,10,2,8
002,Vercelli,01,Piemonte,2,20,10,11,8,12,12
002,Vercelli,01,Piemonte,2,21,2,5,14,6,12
002,Vercelli,01,Piemonte,2,22,9,13,3,4,7
002,Vercelli,01,Piemonte,2,23,11,9,11,3,7
002,Vercelli,01,Piemonte,2,24,8,5,8,4,9
002,Vercelli,01,Piemonte,2,25,6,7,9,12,6
002,Vercelli,01,Piemonte,2,26,8,13,4,5,11
002,Vercelli,01,Piemonte,2,27,7,5,7,2,4
002,Vercelli,01,Piemonte,2,28,20,6,6,5,6
002,Vercelli,01,Piemonte,2,29,0,3,0,0,0
002,Vercelli,01,Piemonte,3,1,12,6,9,10,6
002,Vercelli,01,Piemonte,3,2,1,7,6,6,7
002,Vercelli,01,Piemonte,3,3,6,12,6,11,8
002,Vercelli,01,Piemonte,3,4,2,4,7,1,6
002,Vercelli,01,Piemonte,3,5,11,8,10,11,7
002,Vercelli,01,Piemonte,3,6,9,6,7,11,5
002,Vercelli,01,Piemonte,3,7,6,5,4,6,7
002,Vercelli,01,Piemonte,3,8,5,6,6,8,3
002,Vercelli,01,Piemonte,3,9,4,10,9,5,9
002,Vercelli,01,Piemonte,3,10,5,8,4,9,10
002,Vercelli,01,Piemonte,3,11,12,6,7,7,6
002,Vercelli,01,Piemonte,3,12,7,5,5,7,6
002,Vercelli,01,Piemonte,3,13,7,12,5,9,5
002,Vercelli,01,Piemonte,3,14,8,7,8,7,8
002,Vercelli,01,Piemonte,3,15,3,7,5,8,7
002,Vercelli,01,Piemonte,3,16,9,6,10,8,7
002,Vercelli,01,Piemonte,3,17,9,8,8,5,3
002,Vercelli,01,Piemonte,3,18,4,9,7,7,10
002,Vercelli,01,Piemonte,3,19,0,7,8,9,7
002,Vercelli,01,Piemonte,3,20,9,9,9,5,8
002,Vercelli,01,Piemonte,3,21,7,7,8,6,9
002,Vercelli,01,Piemonte,3,22,5,5,5,11,6
002,Vercelli,01,Piemonte,3,23,5,5,2,8,9
002,Vercelli,01,Piemonte,3,24,3,6,5,5,8
002,Vercelli,01,Piemonte,3,25,8,4,2,10,6
002,Vercelli,01,Piemonte,3,26,4,1,4,7,3
002,Vercelli,01,Piemonte,3,27,5,6,4,10,8
002,Vercelli,01,Piemonte,3,28,8,12,12,4,3
002,Vercelli,01,Piemonte,3,29,8,6,4,5,5
002,Vercelli,01,Piemonte,3,30,11,7,9,6,10
002,Vercelli,01,Piemonte,3,31,8,5,12,2,6
002,Vercelli,01,Piemonte,4,1,5,6,2,5,9
002,Vercelli,01,Piemonte,4,2,4,7,11,7,9
002,Vercelli,01,Piemonte,4,3,9,8,2,4,6
002,Vercelli,01,Piemonte,4,4,4,5,10,5,12
002,Vercelli,01,Piemonte,4,5,8,4,9,10,5
002,Vercelli,01,Piemonte,4,6,9,6,10,5,5
002,Vercelli,01,Piemonte,4,7,3,8,4,4,9
002,Vercelli,01,Piemonte,4,8,6,7,6,2,3
002,Vercelli,01,Piemonte,4,9,6,7,2,6,3
002,Vercelli,01,Piemonte,4,10,11,14,14,12,10
002,Vercelli,01,Piemonte,4,11,6,6,10,2,11
002,Vercelli,01,Piemonte,4,12,7,7,6,5,5
002,Vercelli,01,Piemonte,4,13,13,9,6,13,2
002,Vercelli,01,Piemonte,4,14,1,4,8,5,6
002,Vercelli,01,Piemonte,4,15,8,6,4,7,4
002,Vercelli,01,Piemonte,4,16,5,7,8,8,5
002,Vercelli,01,Piemonte,4,17,7,6,9,7,8
002,Vercelli,01,Piemonte,4,18,8,2,5,7,8
002,Vercelli,01,Piemonte,4,19,3,7,8,8,7
002,Vercelli,01,Piemonte,4,20,6,4,6,4,3
002,Vercelli,01,Piemonte,4,21,6,9,11,4,10
002,Vercelli,01,Piemonte,4,22,5,9,5,4,11
002,Vercelli,01,Piemonte,4,23,10,7,4,8,10
002,Vercelli,01,Piemonte,4,24,4,6,11,5,5
002,Vercelli,01,Piemonte,4,25,2,2,8,7,8
002,Vercelli,01,Piemonte,4,26,8,6,5,5,12
002,Vercelli,01,Piemonte,4,27,3,8,6,10,7
002,Vercelli,01,Piemonte,4,28,5,6,7,9,6
002,Vercelli,01,Piemonte,4,29,7,7,10,5,3
002,Vercelli,01,Piemonte,4,30,10,6,3,5,3
003,Novara,01,Piemonte,1,1,13,10,10,17,18
003,Novara,01,Piemonte,1,2,18,15,19,18,14
003,Novara,01,Piemonte,1,3,11,13,14,11,12
003,Novara,01,Piemonte,1,4,8,19,14,21,5
003,Novara,01,Piemonte,1,5,13,12,22,27,15
003,Novara,01,Piemonte,1,6,17,18,14,19,11
003,Novara,01,Piemonte,1,7,19,10,16,14,13
003,Novara,01,Piemonte,1,8,12,14,19,12,16
003,Novara,01,Piemonte,1,9,11,11,11,13,8
003,Novara,01,Piemonte,1,10,19,12,11,13,11
003,Novara,01,Piemonte,1,11,15,13,11,14,15
003,Novara,01,Piemonte,1,12,15,18,20,16,17
003,Novara,01,Piemonte,1,13,17,7,17,19,8
003,Novara,01,Piemonte,1,14,19,11,13,15,12
003,Novara,01,Piemonte,1,15,12,8,17,20,10
003,Novara,01,Piemonte,1,16,14,12,17,22,8
003,Novara,01,Piemonte,1,17,17,10,20,16,15
003,Novara,01,Piemonte,1,18,15,16,17,18,14
003,Novara,01,Piemonte,1,19,11,13,14,25,19
003,Novara,01,Piemonte,1,20,12,17,16,14,10
003,Novara,01,Piemonte,1,21,12,12,27,16,15
003,Novara,01,Piemonte,1,22,15,11,15,15,13
003,Novara,01,Piemonte,1,23,13,15,21,21,8
003,Novara,01,Piemonte,1,24,16,12,15,12,12
003,Novara,01,Piemonte,1,25,12,13,23,11,14
003,Novara,01,Piemonte,1,26,13,16,12,13,15
003,Novara,01,Piemonte,1,27,14,17,15,16,9
003,Novara,01,Piemonte,1,28,22,18,6,11,13
003,Novara,01,Piemonte,1,29,14,9,14,22,9
003,Novara,01,Piemonte,1,30,11,20,14,19,9
003,Novara,01,Piemonte,1,31,11,11,13,13,18
003,Novara,01,Piemonte,2,1,15,6,16,12,10
003,Novara,01,Piemonte,2,2,18,15,13,13,20
003,Novara,01,Piemonte,2,3,9,12,18,13,15
003,Novara,01,Piemonte,2,4,14,14,18,11,14
003,Novara,01,Piemonte,2,5,15,13,14,10,21
003,Novara,01,Piemonte,2,6,19,9,18,14,17
003,Novara,01,Piemonte,2,7,14,13,13,12,11
003,Novara,01,Piemonte,2,8,13,14,6,15,14
003,Novara,01,Piemonte,2,9,16,10,23,26,16
003,Novara,01,Piemonte,2,10,18,7,12,14,18
003,Novara,01,Piemonte,2,11,14,21,10,13,13
003,Novara,01,Piemonte,2,12,11,6,10,18,14
003,Novara,01,Piemonte,2,13,11,13,8,15,17
003,Novara,01,Piemonte,2,14,20,8,11,11,17
003,Novara,01,Piemonte,2,15,13,8,12,10,16
003,Novara,01,Piemonte,2,16,17,13,10,17,16
003,Novara,01,Piemonte,2,17,6,14,15,14,10
003,Novara,01,Piemonte,2,18,11,12,11,16,20
003,Novara,01,Piemonte,2,19,16,6,14,10,12
003,Novara,01,Piemonte,2,20,10,9,9,18,16
003,Novara,01,Piemonte,2,21,11,11,15,14,14
003,Novara,01,Piemonte,2,22,12,19,14,11,15
003,Novara,01,Piemonte,2,23,15,13,7,13,18
003,Novara,01,Piemonte,2,24,11,18,13,13,13
003,Novara,01,Piemonte,2,25,14,14,13,7,4
003,Novara,01,Piemonte,2,26,18,16,11,9,9
003,Novara,01,Piemonte,2,27,11,6,9,15,19
003,Novara,01,Piemonte,2,28,10,7,20,13,23
003,Novara,01,Piemonte,2,29,0,7,0,0,0
003,Novara,01,Piemonte,3,1,8,9,13,13,18
003,Novara,01,Piemonte,3,2,16,12,8,13,16
003,Novara,01,Piemonte,3,3,11,10,12,14,3
003,Novara,01,Piemonte,3,4,14,11,12,17,14
003,Novara,01,Piemonte,3,5,12,10,20,11,13
003,Novara,01,Piemonte,3,6,13,11,12,11,10
003,Novara,01,Piemonte,3,7,15,22,9,11,17
003,Novara,01,Piemonte,3,8,12,9,8,13,18
003,Novara,01,Piemonte,3,9,14,13,13,16,9
003,Novara,01,Piemonte,3,10,14,13,13,14,12
003,Novara,01,Piemonte,3,11,14,11,10,15,12
003,Novara,01,Piemonte,3,12,16,5,10,18,13
003,Novara,01,Piemonte,3,13,14,5,12,13,18
003,Novara,01,Piemonte,3,14,10,8,9,14,17
003,Novara,01,Piemonte,3,15,10,13,16,13,14
003,Novara,01,Piemonte,3,16,5,13,22,9,15
003,Novara,01,Piemonte,3,17,10,13,10,10,18
003,Novara,01,Piemonte,3,18,18,14,13,7,13
003,Novara,01,Piemonte,3,19,16,12,11,9,9
003,Novara,01,Piemonte,3,20,10,10,9,14,15
003,Novara,01,Piemonte,3,21,11,7,14,6,13
003,Novara,01,Piemonte,3,22,19,9,13,6,10
003,Novara,01,Piemonte,3,23,15,11,7,15,10
003,Novara,01,Piemonte,3,24,13,10,16,6,9
003,Novara,01,Piemonte,3,25,10,13,8,4,14
003,Novara,01,Piemonte,3,26,9,12,9,14,15
003,Novara,01,Piemonte,3,27,7,15,13,17,10
003,Novara,01,Piemonte,3,28,12,7,9,13,16
003,Novara,01,Piemonte,3,29,10,12,5,17,11
003,Novara,01,Piemonte,3,30,6,14,11,5,10
003,Novara,01,Piemonte,3,31,11,13,14,16,18
003,Novara,01,Piemonte,4,1,5,12,4,4,12
003,Novara,01,Piemonte,4,2,8,10,14,7,10
003,Novara,01,Piemonte,4,3,11,11,8,10,7
003,Novara,01,Piemonte,4,4,7,14,9,10,15
003,Novara,01,Piemonte,4,5,6,20,5,15,10
003,Novara,01,Piemonte,4,6,20,15,11,11,8
003,Novara,01,Piemonte,4,7,12,13,8,9,7
003,Novara,01,Piemonte,4,8,12,17,11,18,10
003,Novara,01,Piemonte,4,9,9,8,5,8,9
003,Novara,01,Piemonte,4,10,8,10,6,9,17
003,Novara,01,Piemonte,4,11,11,4,12,9,8
003,Novara,01,Piemonte,4,12,8,10,13,10,18
003,Novara,01,Piemonte,4,13,11,12,12,15,11
003,Novara,01,Piemonte,4,14,12,7,10,12,8
003,Novara,01,Piemonte,4,15,9,10,10,12,13
003,Novara,01,Piemonte,4,16,10,13,9,6,12
003,Novara,01,Piemonte,4,17,11,16,12,10,11
003,Novara,01,Piemonte,4,18,11,8,8,15,16
003,Novara,01,Piemonte,4,19,14,10,14,8,14
003,Novara,01,Piemonte,4,20,9,8,9,10,11
003,Novara,01,Piemonte,4,21,14,12,7,8,7
003,Novara,01,Piemonte,4,22,9,13,12,5,11
003,Novara,01,Piemonte,4,23,13,9,10,11,18
003,Novara,01,Piemonte,4,24,10,5,14,7,12
003,Novara,01,Piemonte,4,25,7,9,6,8,9
003,Novara,01,Piemonte,4,26,16,13,9,11,10
003,Novara,01,Piemonte,4,27,13,12,12,17,7
003,Novara,01,Piemonte,4,28,12,10,13,10,7
003,Novara,01,Piemonte,4,29,8,7,8,8,10
003,Novara,01,Piemonte,4,30,9,9,13,11,11
004,Cuneo,01,Piemonte,1,1,17,27,34,34,28
004,Cuneo,01,Piemonte,1,2,26,18,33,20,19
004,Cuneo,01,Piemonte,1,3,25,15,28,34,23
004,Cuneo,01,Piemonte,1,4,25,18,23,27,19
004,Cuneo,01,Piemonte,1,5,23,17,30,29,20
004,Cuneo,01,Piemonte,1,6,32,18,22,29,21
004,Cuneo,01,Piemonte,1,7,22,14,31,29,24
004,Cuneo,01,Piemonte,1,8,29,23,35,32,25
004,Cuneo,01,Piemonte,1,9,21,23,25,32,17
004,Cuneo,01,Piemonte,1,10,25,19,16,30,18
004,Cuneo,01,Piemonte,1,11,18,20,29,25,25
004,Cuneo,01,Piemonte,1,12,25,19,32,34,15
004,Cuneo,01,Piemonte,1,13,31,22,28,29,17
004,Cuneo,01,Piemonte,1,14,20,20,22,27,24
004,Cuneo,01,Piemonte,1,15,26,20,31,30,23
004,Cuneo,01,Piemonte,1,16,22,19,32,27,16
004,Cuneo,01,Piemonte,1,17,28,21,19,21,24
004,Cuneo,01,Piemonte,1,18,26,23,27,23,21
004,Cuneo,01,Piemonte,1,19,25,14,32,26,24
004,Cuneo,01,Piemonte,1,20,18,25,24,22,21
004,Cuneo,01,Piemonte,1,21,21,25,24,27,27
004,Cuneo,01,Piemonte,1,22,20,21,28,35,17
004,Cuneo,01,Piemonte,1,23,25,13,30,31,24
004,Cuneo,01,Piemonte,1,24,34,27,26,33,24
004,Cuneo,01,Piemonte,1,25,15,21,22,24,35
004,Cuneo,01,Piemonte,1,26,14,22,22,27,27
004,Cuneo,01,Piemonte,1,27,31,24,19,21,19
004,Cuneo,01,Piemonte,1,28,19,16,21,25,25
004,Cuneo,01,Piemonte,1,29,30,22,13,20,18
004,Cuneo,01,Piemonte,1,30,22,19,26,19,20
004,Cuneo,01,Piemonte,1,31,24,16,29,31,26
004,Cuneo,01,Piemonte,2,1,29,19,21,31,28
004,Cuneo,01,Piemonte,2,2,29,16,18,25,34
004,Cuneo,01,Piemonte,2,3,40,11,17,17,37
004,Cuneo,01,Piemonte,2,4,22,20,21,17,29
004,Cuneo,01,Piemonte,2,5,22,23,16,19,22
004,Cuneo,01,Piemonte,2,6,20,19,22,16,19
004,Cuneo,01,Piemonte,2,7,20,25,23,16,32
004,Cuneo,01,Piemonte,2,8,24,25,12,20,26
004,Cuneo,01,Piemonte,2,9,31,14,23,16,30
004,Cuneo,01,Piemonte,2,10,39,21,23,23,28
004,Cuneo,01,Piemonte,2,11,25,21,14,22,22
004,Cuneo,01,Piemonte,2,12,18,23,18,18,26
004,Cuneo,01,Piemonte,2,13,21,21,20,23,19
004,Cuneo,01,Piemonte,2,14,27,25,21,24,20
004,Cuneo,01,Piemonte,2,15,29,18,21,20,25
004,Cuneo,01,Piemonte,2,16,29,20,24,20,30
004,Cuneo,01,Piemonte,2,17,23,16,20,19,26
004,Cuneo,01,Piemonte,2,18,30,22,17,22,23
004,Cuneo,01,Piemonte,2,19,18,17,22,22,12
004,Cuneo,01,Piemonte,2,20,20,22,16,17,24
004,Cuneo,01,Piemonte,2,21,25,18,18,20,32
004,Cuneo,01,Piemonte,2,22,26,16,21,26,25
004,Cuneo,01,Piemonte,2,23,29,21,30,28,24
004,Cuneo,01,Piemonte,2,24,28,21,21,28,25
004,Cuneo,01,Piemonte,2,25,21,20,18,17,14
004,Cuneo,01,Piemonte,2,26,27,14,15,19,23
004,Cuneo,01,Piemonte,2,27,24,24,18,20,27
004,Cuneo,01,Piemonte,2,28,12,19,24,23,19
004,Cuneo,01,Piemonte,2,29,0,12,0,0,0
004,Cuneo,01,Piemonte,3,1,26,23,12,21,23
004,Cuneo,01,Piemonte,3,2,25,18,16,24,27
004,Cuneo,01,Piemonte,3,3,29,19,22,24,30
004,Cuneo,01,Piemonte,3,4,26,24,18,20,17
004,Cuneo,01,Piemonte,3,5,19,29,24,17,21
004,Cuneo,01,Piemonte,3,6,23,24,17,19,26
004,Cuneo,01,Piemonte,3,7,27,22,27,34,19
004,Cuneo,01,Piemonte,3,8,18,18,13,22,24
004,Cuneo,01,Piemonte,3,9,29,30,18,23,28
004,Cuneo,01,Piemonte,3,10,16,19,17,15,22
004,Cuneo,01,Piemonte,3,11,29,21,25,26,17
004,Cuneo,01,Piemonte,3,12,21,19,27,22,16
004,Cuneo,01,Piemonte,3,13,25,19,9,18,11
004,Cuneo,01,Piemonte,3,14,22,23,19,23,24
004,Cuneo,01,Piemonte,3,15,26,25,25,23,28
004,Cuneo,01,Piemonte,3,16,26,17,18,16,22
004,Cuneo,01,Piemonte,3,17,14,21,20,22,24
004,Cuneo,01,Piemonte,3,18,11,14,16,21,16
004,Cuneo,01,Piemonte,3,19,17,18,14,20,15
004,Cuneo,01,Piemonte,3,20,24,26,17,17,20
004,Cuneo,01,Piemonte,3,21,8,30,18,21,18
004,Cuneo,01,Piemonte,3,22,15,22,18,19,15
004,Cuneo,01,Piemonte,3,23,23,23,27,20,13
004,Cuneo,01,Piemonte,3,24,25,21,18,18,19
004,Cuneo,01,Piemonte,3,25,16,14,28,20,15
004,Cuneo,01,Piemonte,3,26,18,21,17,21,19
004,Cuneo,01,Piemonte,3,27,18,24,23,15,19
004,Cuneo,01,Piemonte,3,28,16,27,15,23,18
004,Cuneo,01,Piemonte,3,29,18,14,21,19,23
004,Cuneo,01,Piemonte,3,30,22,24,23,14,16
004,Cuneo,01,Piemonte,3,31,17,29,16,9,12
004,Cuneo,01,Piemonte,4,1,16,21,18,15,12
004,Cuneo,01,Piemonte,4,2,17,16,25,17,19
004,Cuneo,01,Piemonte,4,3,28,22,21,21,18
004,Cuneo,01,Piemonte,4,4,17,24,23,21,20
004,Cuneo,01,Piemonte,4,5,22,30,27,17,16
004,Cuneo,01,Piemonte,4,6,16,24,16,19,24
004,Cuneo,01,Piemonte,4,7,14,22,17,11,19
004,Cuneo,01,Piemonte,4,8,14,19,17,21,17
004,Cuneo,01,Piemonte,4,9,28,20,20,17,18
004,Cuneo,01,Piemonte,4,10,26,10,22,13,19
004,Cuneo,01,Piemonte,4,11,22,14,13,17,18
004,Cuneo,01,Piemonte,4,12,16,21,32,18,22
004,Cuneo,01,Piemonte,4,13,21,7,16,19,14
004,Cuneo,01,Piemonte,4,14,18,17,13,15,24
004,Cuneo,01,Piemonte,4,15,28,21,16,19,17
004,Cuneo,01,Piemonte,4,16,17,19,21,20,12
004,Cuneo,01,Piemonte,4,17,19,18,13,12,10
004,Cuneo,01,Piemonte,4,18,19,16,19,21,20
004,Cuneo,01,Piemonte,4,19,16,20,16,15,17
004,Cuneo,01,Piemonte,4,20,10,25,16,16,17
004,Cuneo,01,Piemonte,4,21,17,18,10,18,27
004,Cuneo,01,Piemonte,4,22,18,14,15,21,22
004,Cuneo,01,Piemonte,4,23,18,15,15,23,19
004,Cuneo,01,Piemonte,4,24,10,7,23,21,15
004,Cuneo,01,Piemonte,4,25,25,12,15,19,20
